"Table 1a. Revised (Adjusted1) Estimates of Monthly Sales of Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices:  January 1992 Through July 2025.",,,,,,,,,,,,,,,,,,,,,,,
December,2003,"257,983","127,886","23,147","4,724","9,103","24,126","12,771","7,499","20,101","6,405","19,623","13,158","130,097","6,347","23,360","9,421","32,762","10,187","6,052","20,766","7,075","14,127"
November,2003,"255,060","127,399","22,612","4,689","9,640","24,070","12,663","7,157","20,379","6,477","19,217","13,158","127,661","6,192","23,187","9,241","33,319","10,336","5,984","18,760","6,997","13,645"
October,2003,"253,729","125,588","21,943","4,677","9,606","23,448","12,556","6,906","20,443","6,373","19,367","12,825","128,141","6,296","23,345","9,051","33,672","10,081","6,012","19,089","7,107","13,488"
September,2003,"249,360","124,028","21,730","4,724","9,441","23,186","12,172","6,892","19,833","6,426","19,512","12,284","125,332","6,211","22,933","9,196","33,731","9,177","5,920","18,198","6,896","13,070"
August,2003,"247,738","121,898","21,506","4,706","8,949","22,890","11,909","6,738","19,260","6,302","19,707","11,840","125,840","5,997","23,337","8,969","33,718","8,971","5,800","18,842","7,027","13,179"
July,2003,"247,901","122,708","21,830","4,708","8,979","23,350","12,476","6,802","19,537","6,250","19,447","11,805","125,193","6,156","23,273","8,855","34,149","8,397","5,936","18,302","7,146","12,979"
June,2003,"245,465","121,451","21,564","4,641","8,556","23,029","12,109","6,613","19,301","6,191","19,435","12,121","124,014","6,166","22,589","8,698","33,866","9,295","5,886","17,891","6,736","12,887"
May,2003,"241,416","119,493","21,349","4,600","8,177","22,891","12,110","6,651","18,629","6,159","19,177","11,860","121,923","6,041","22,592","8,683","33,736","8,680","5,924","17,066","6,714","12,487"
April,2003,"242,543","119,543","21,352","4,460","8,175","23,605","12,929","6,526","18,848","6,014","18,751","11,812","123,000","6,111","22,190","8,673","33,562","8,596","5,885","17,855","6,782","13,346"
March,2003,"246,870","119,852","21,332","4,550","8,226","23,142","12,319","6,625","18,967","6,062","18,737","12,211","127,018","6,222","21,882","8,674","33,526","8,605","5,950","21,866","6,831","13,462"
February,2003,"244,835","116,962","20,319","4,553","7,976","22,818","12,299","6,429","18,653","5,836","18,361","12,017","127,873","6,099","21,582","8,611","33,458","9,216","5,777","22,538","6,742","13,850"
January,2003,"244,524","118,768","21,472","4,445","8,299","22,769","12,203","6,531","18,390","5,908","18,979","11,975","125,756","6,155","21,353","8,928","32,873","9,574","5,790","20,772","6,600","13,711"
December,2002,"239,511","116,816","21,115","4,274","7,765","22,620","12,288","6,510","18,368","5,646","18,618","11,900","122,695","6,105","21,239","8,419","32,793","9,734","5,504","18,607","6,923","13,371"
November,2002,"242,479","118,910","21,701","4,510","7,824","23,131","12,365","6,666","18,534","5,731","18,519","12,294","123,569","6,136","21,519","9,121","32,793","9,618","5,639","18,253","6,584","13,906"
October,2002,"238,912","118,203","20,858","4,390","7,923","23,253","12,960","7,024","18,164","5,722","18,784","12,085","120,709","6,052","20,654","8,630","32,690","8,951","5,747","17,996","6,441","13,548"
September,2002,"240,070","119,846","21,364","4,451","7,884","23,606","13,245","6,940","18,435","5,817","19,122","12,227","120,224","6,105","20,688","8,826","32,571","8,964","5,851","16,875","6,625","13,719"
August,2002,"240,158","120,515","22,215","4,488","7,805","23,137","13,241","6,948","18,466","5,983","18,696","12,777","119,643","6,083","20,309","9,142","32,466","8,917","5,767","16,462","6,577","13,920"
July,2002,"238,061","119,464","21,109","4,474","7,670","22,844","12,971","7,100","18,634","5,821","19,108","12,704","118,597","6,162","20,062","9,115","32,264","8,651","5,662","16,273","6,620","13,788"
June,2002,"236,773","119,943","20,917","4,643","7,898","23,282","13,008","7,148","18,504","5,809","19,363","12,379","116,830","6,093","20,693","8,830","31,958","8,249","5,669","15,478","6,596","13,264"
May,2002,"235,481","119,119","20,800","4,454","7,958","22,595","12,498","6,847","19,180","5,861","19,512","11,912","116,362","5,994","20,143","8,936","31,587","7,988","5,854","16,113","6,554","13,193"
April,2002,"234,124","118,186","20,873","4,500","8,196","21,837","11,738","6,813","18,815","6,029","19,283","11,840","115,938","5,988","20,296","8,803","31,509","8,196","5,651","15,919","6,591","12,985"
March,2002,"229,851","116,287","20,311","4,459","8,119","21,970","11,932","6,508","18,505","5,999","18,777","11,639","113,564","5,939","20,202","8,783","31,567","7,845","5,310","14,201","6,692","13,025"
February,2002,"230,432","117,505","20,426","4,388","8,228","22,036","12,064","6,535","18,775","6,072","18,888","12,157","112,927","6,005","19,866","8,653","32,127","7,892","5,548","13,041","6,541","13,254"
January,2002,"228,647","116,191","20,104","4,442","7,903","22,038","12,143","6,556","18,606","5,896","18,863","11,783","112,456","5,980","19,728","8,265","31,746","7,988","5,469","13,605","6,333","13,342"
December,2001,"227,036","115,280","19,509","4,356","7,809","21,773","12,169","6,533","18,428","5,909","19,383","11,580","111,756","6,075","19,161","8,385","31,571","7,596","5,342","13,670","6,521","13,435"
November,2001,"227,826","115,937","20,173","4,413","7,637","21,416","11,966","6,717","19,234","5,908","19,602","10,837","111,889","6,169","18,891","8,548","31,354","7,527","5,363","14,219","6,381","13,437"
October,2001,"227,749","114,882","19,974","4,386","7,545","21,214","12,001","6,767","18,507","5,825","19,196","11,468","112,867","6,005","19,234","8,500","31,211","7,980","5,307","14,355","6,134","14,141"
September,2001,"231,493","116,879","19,214","4,259","7,433","21,948","12,762","7,032","18,411","5,701","20,768","12,113","114,614","6,059","18,588","8,234","31,245","8,223","5,289","16,305","6,120","14,551"
August,2001,"232,379","118,721","20,101","4,349","7,576","22,116","12,503","7,171","18,536","5,716","20,891","12,265","113,658","6,311","17,674","8,237","31,290","8,674","5,289","15,622","6,179","14,382"
July,2001,"231,346","118,352","19,788","4,311","7,556","22,706","12,775","7,047","18,658","5,655","20,487","12,144","112,994","6,349","17,397","8,056","31,350","8,506","5,432","15,301","6,336","14,267"
June,2001,"229,955","117,387","19,603","4,298","7,486","22,434","12,872","7,132","18,155","5,560","20,425","12,294","112,568","6,409","17,183","8,199","31,268","8,074","5,296","16,069","6,231","13,839"
May,2001,"234,143","119,976","19,858","4,273","7,642","23,147","13,360","7,302","19,226","5,771","20,825","11,932","114,167","6,516","16,776","8,463","31,425","8,533","5,384","17,119","6,164","13,787"
April,2001,"233,352","119,745","19,455","4,416","7,359","22,965","12,999","7,165","19,764","5,482","20,956","12,183","113,607","6,562","16,335","8,102","32,044","8,629","5,311","16,689","6,204","13,731"
March,2001,"233,603","120,979","19,243","4,489","7,260","22,446","13,161","7,143","20,723","5,810","21,500","12,365","112,624","6,487","16,179","7,772","31,526","9,261","5,417","15,945","5,935","14,102"
February,2001,"237,781","122,103","18,841","4,463","7,249","22,917","13,581","7,428","20,903","5,914","21,735","12,653","115,678","6,636","16,336","8,171","31,427","9,165","5,442","17,765","6,300","14,436"
January,2001,"239,255","122,399","19,038","4,442","7,187","22,835","13,820","7,327","21,647","5,860","21,260","12,803","116,856","6,648","16,539","8,268","31,459","8,890","5,310","18,886","6,360","14,496"
December,2000,"239,613","122,701","18,691","4,436","7,304","22,142","13,171","7,862","22,063","6,034","20,947","13,222","116,912","6,629","15,807","8,318","32,289","8,967","5,468","18,814","6,088","14,532"
November,2000,"237,251","123,858","18,869","4,435","7,127","23,323","14,639","7,712","21,713","5,929","21,687","13,063","113,393","6,566","15,555","8,068","31,439","8,041","5,310","18,040","6,111","14,263"
October,2000,"238,481","125,120","18,658","4,522","7,150","24,055","14,684","7,613","21,888","6,090","21,689","13,455","113,361","6,582","15,452","8,103","31,182","8,643","5,378","17,719","6,150","14,152"
September,2000,"237,498","124,691","18,743","4,538","7,106","23,488","14,304","7,696","22,382","6,053","21,451","13,234","112,807","6,528","15,058","8,053","31,003","8,623","5,302","17,838","6,113","14,289"
August,2000,"235,215","124,666","18,661","4,417","7,078","23,892","14,875","7,744","22,363","5,983","21,494","13,034","110,549","6,520","15,126","7,973","31,139","8,661","5,289","16,172","6,016","13,653"
July,2000,"235,378","124,224","18,291","4,416","7,102","23,282","14,264","7,752","22,024","6,022","21,695","13,640","111,154","6,518","14,884","8,064","31,428","8,830","5,205","16,409","5,828","13,988"
June,2000,"236,402","124,271","18,577","4,429","7,287","23,063","13,884","7,759","22,125","6,117","21,602","13,312","112,131","6,386","14,713","8,159","31,352","8,999","5,238","16,721","5,979","14,584"
May,2000,"233,622","124,136","18,300","4,415","7,337","23,555","14,785","7,781","21,532","6,106","21,142","13,968","109,486","6,464","14,451","8,136","31,373","8,842","5,120","15,019","5,877","14,204"
April,2000,"232,971","124,472","18,587","4,350","7,346","24,000","15,209","7,883","21,222","6,020","21,336","13,728","108,499","6,422","14,194","8,062","31,167","8,719","5,157","14,575","5,825","14,378"
March,2000,"231,906","123,111","18,202","4,250","7,513","23,993","15,287","8,024","20,832","5,989","20,911","13,397","108,795","6,461","14,038","7,967","30,832","8,462","5,080","15,546","5,839","14,570"
February,2000,"228,883","122,647","18,388","4,270","7,438","23,737","14,841","7,912","20,792","5,910","21,006","13,194","106,236","6,361","13,600","7,814","30,714","8,168","4,795","15,228","5,731","13,825"
January,2000,"229,894","124,516","18,332","4,232","7,688","24,065","15,171","8,193","21,162","5,901","21,473","13,470","105,378","6,415","13,361","7,672","30,792","7,995","5,011","13,972","5,757","14,403"
December,1999,"227,783","123,413","18,601","4,137","7,626","24,399","15,377","7,804","20,793","5,807","20,807","13,439","104,370","6,109","13,780","7,638","30,851","7,877","4,998","13,531","5,724","13,862"
November,1999,"226,182","121,739","18,366","4,048","7,802","24,381","15,236","7,529","20,055","5,758","20,802","12,998","104,443","6,360","13,384","7,642","30,688","8,329","4,996","13,317","5,836","13,891"
October,1999,"223,817","120,996","18,735","4,099","7,558","24,336","15,514","7,324","19,524","5,719","20,760","12,941","102,821","6,393","12,922","7,520","30,527","8,398","4,916","12,700","5,843","13,602"
September,1999,"220,899","118,823","18,167","3,949","7,509","23,622","14,762","6,985","19,166","5,714","20,668","13,043","102,076","6,284","12,853","7,584","30,477","8,481","4,819","12,739","5,799","13,040"
August,1999,"218,978","117,990","17,740","3,978","7,401","23,842","15,059","6,910","18,906","5,786","20,872","12,555","100,988","6,203","12,927","7,501","29,793","8,183","4,881","12,702","5,625","13,173"
July,1999,"217,499","117,878","18,073","4,036","7,625","23,684","14,895","7,027","18,693","5,752","20,788","12,200","99,621","6,158","12,732","7,504","29,382","8,392","4,831","12,043","5,532","13,047"
June,1999,"216,526","116,794","17,675","3,842","7,522","23,496","14,133","7,008","18,361","5,705","20,807","12,378","99,732","6,146","12,610","7,500","29,277","8,831","4,971","11,461","5,539","13,397"
May,1999,"214,770","115,864","17,436","3,840","7,356","23,314","14,555","7,056","18,098","5,719","20,697","12,348","98,906","6,035","12,464","7,607","29,745","8,789","4,744","11,279","5,510","12,733"
April,1999,"210,145","113,669","17,117","3,774","7,171","22,798","14,050","7,027","17,895","5,673","20,327","11,887","96,476","5,930","12,337","7,543","28,967","7,992","4,640","10,977","5,483","12,607"
March,1999,"209,359","113,663","16,742","3,739","7,121","22,866","14,244","7,242","17,720","5,687","20,652","11,894","95,696","5,682","11,934","7,773","29,139","8,414","4,692","10,221","5,387","12,454"
February,1999,"206,856","113,328","17,431","3,764","6,986","22,492","13,984","7,268","17,551","5,614","20,166","12,056","93,528","5,918","11,743","7,203","28,684","8,495","4,473","9,073","5,415","12,524"
January,1999,"204,181","110,533","15,825","3,688","6,800","22,186","13,566","7,361","17,006","5,653","20,121","11,893","93,648","5,858","11,616","7,312","28,558","8,266","4,754","9,504","5,427","12,353"
December,1998,"204,997","109,529","15,839","3,676","6,945","21,698","12,836","7,084","16,877","5,620","20,325","11,465","95,468","5,886","11,403","7,174","28,716","9,229","4,727","9,538","5,354","13,441"
November,1998,"203,149","108,704","15,728","3,721","6,881","21,250","12,794","7,116","16,885","5,580","20,195","11,348","94,445","5,756","11,023","7,141","28,649","8,891","4,803","9,834","5,257","13,091"
October,1998,"203,185","108,833","15,499","3,553","6,869","21,763","12,929","7,174","17,166","5,409","19,905","11,495","94,352","5,769","10,891","7,470","28,875","8,913","4,781","9,905","5,327","12,421"
September,1998,"202,070","108,625","15,741","3,611","6,754","21,498","12,924","7,358","16,700","5,439","20,351","11,173","93,445","5,809","10,671","6,851","28,715","8,798","4,689","9,781","5,471","12,660"
August,1998,"200,940","108,889","15,563","3,606","6,788","21,726","13,264","7,369","16,684","5,451","20,161","11,541","92,051","5,720","10,452","7,236","28,583","8,833","4,689","9,377","5,061","12,100"
July,1998,"202,201","109,180","15,386","3,555","6,725","21,577","13,540","7,374","16,792","5,551","20,049","12,171","93,021","5,723","10,419","7,171","28,785","8,783","4,621","10,100","5,132","12,287"
June,1998,"200,992","108,935","15,082","3,607","6,530","21,530","13,717","7,384","16,708","5,514","20,488","12,092","92,057","5,786","10,084","7,098","28,459","8,767","4,615","10,131","4,929","12,188"
May,1998,"202,077","108,776","15,235","3,521","6,501","21,032","13,256","7,438","16,950","5,467","20,570","12,062","93,301","5,759","10,104","7,129","28,340","9,048","4,701","10,165","5,094","12,961"
April,1998,"202,434","109,526","15,204","3,524","6,482","21,458","13,548","7,470","16,790","5,360","20,587","12,651","92,908","5,781","9,989","7,246","28,339","9,106","4,620","10,014","5,090","12,723"
March,1998,"202,223","109,199","15,151","3,565","6,386","21,269","13,184","7,672","16,742","5,322","20,243","12,849","93,024","5,803","10,391","7,450","28,027","9,392","4,611","10,059","5,049","12,242"
February,1998,"200,976","108,189","14,559","3,460","6,466","21,228","12,918","7,504","16,524","5,454","20,400","12,594","92,787","5,658","10,101","7,454","28,394","9,581","4,730","10,037","4,925","11,907"
January,1998,"201,068","107,917","14,654","3,609","6,518","20,903","12,643","7,514","16,396","5,475","20,264","12,584","93,151","5,624","9,910","7,441","27,688","10,540","4,741","10,270","4,885","12,052"
December,1997,"199,039","106,054","13,362","3,522","6,507","20,831","12,677","7,813","16,520","5,342","19,333","12,824","92,985","5,560","9,385","7,166","27,424","10,663","4,656","11,049","5,165","11,917"
November,1997,"199,693","106,820","14,493","3,435","6,322","20,749","12,776","7,785","16,294","5,319","19,154","13,269","92,873","5,723","9,312","7,088","27,406","10,863","4,670","11,233","4,880","11,698"
October,1997,"199,698","106,249","14,659","3,510","6,396","20,162","12,119","7,784","16,210","5,349","19,274","12,905","93,449","5,607","9,187","6,948","27,036","12,275","4,698","10,937","4,905","11,856"
September,1997,"200,474","107,063","14,685","3,545","6,534","20,170","12,330","7,811","16,615","5,284","19,011","13,408","93,411","5,608","9,189","7,122","27,133","11,230","4,788","11,215","4,985","12,141"
August,1997,"197,328","104,419","13,689","3,221","6,543","19,551","11,941","7,671","16,742","5,214","18,659","13,129","92,909","5,553","9,185","7,114","27,412","10,489","4,743","11,737","4,921","11,755"
July,1997,"197,978","105,646","14,501","3,265","6,516","19,531","11,689","7,650","16,738","5,294","19,131","13,020","92,332","5,404","9,119","7,278","27,445","10,398","4,820","11,197","4,916","11,755"
June,1997,"197,465","104,642","14,786","3,209","6,499","19,852","11,801","7,741","16,335","5,146","18,597","12,477","92,823","5,319","8,937","6,851","27,809","10,838","4,759","11,347","4,757","12,206"
May,1997,"197,677","103,879","14,690","3,212","6,405","19,457","11,504","7,502","16,333","5,133","18,387","12,760","93,798","5,303","8,812","6,995","27,884","11,084","4,594","11,487","4,860","12,779"
April,1997,"196,608","103,947","14,156","3,312","6,606","19,471","11,570","7,643","16,066","5,296","18,258","13,139","92,661","5,653","8,676","7,064","27,473","11,144","4,661","10,999","4,626","12,365"
March,1997,"197,622","102,696","14,511","3,249","6,430","19,020","11,099","7,296","16,062","5,108","18,029","12,991","94,926","5,516","8,666","6,845","28,323","10,855","4,613","12,412","4,810","12,886"
February,1997,"199,102","104,294","14,506","3,475","6,521","19,493","11,378","7,551","15,934","5,086","18,578","13,150","94,808","5,720","8,464","7,034","27,534","11,496","4,553","12,636","4,711","12,660"
January,1997,"194,379","100,684","14,279","3,309","6,153","18,549","10,908","7,331","15,710","5,045","17,480","12,828","93,695","5,479","8,362","6,868","27,387","11,090","4,467","13,291","4,657","12,094"
December,1996,"192,137","100,201","14,271","3,312","6,158","18,332",NA,"7,311","14,730","5,123","17,999","12,965","91,936","5,402","8,291","6,762","25,920","11,588","4,462","12,998","4,604","11,909"
November,1996,"194,369","102,015","14,207","3,326","6,446","19,489",NA,"7,390","15,504","5,125","18,084","12,444","92,354","5,314","8,219","6,302","26,723","11,729","4,441","12,717","4,691","12,218"
October,1996,"193,329","100,228","14,197","3,200","6,263","18,171",NA,"7,161","15,623","5,117","17,708","12,788","93,101","5,390","8,269","6,519","27,028","11,563","4,521","12,751","4,624","12,436"
September,1996,"191,679","99,791","13,996","3,235","6,279","18,444",NA,"7,045","15,600","5,197","17,051","12,944","91,888","5,331","8,214","6,521","26,212","12,207","4,505","11,993","4,571","12,334"
August,1996,"191,939","98,567","14,082","3,131","6,227","18,570",NA,"7,188","15,328","4,905","16,829","12,307","93,372","5,413","7,882","6,229","26,983","13,050","4,489","11,620","4,726","12,980"
July,1996,"190,819","98,108","14,224","3,186","6,071","18,440",NA,"7,082","15,388","4,834","16,674","12,209","92,711","5,408","7,797","6,296","26,906","12,830","4,473","11,655","4,666","12,680"
June,1996,"189,016","98,691","14,251","3,248","6,135","18,332",NA,"7,093","15,539","4,901","16,841","12,351","90,325","5,365","7,718","6,281","25,729","12,323","4,494","11,473","4,672","12,270"
May,1996,"188,032","98,303","14,009","3,198","5,934","18,580",NA,"7,326","15,289","4,746","16,766","12,455","89,729","5,393","7,677","5,991","26,084","11,525","4,515","11,851","4,685","12,008"
April,1996,"187,462","97,679","14,446","3,077","5,801","17,969",NA,"7,130","15,644","4,736","17,207","11,669","89,783","5,400","7,551","5,901","25,950","11,982","4,485","11,849","4,633","12,032"
March,1996,"187,580","98,536","14,575","3,018","5,865","18,129",NA,"6,850","16,065","4,804","17,088","12,142","89,044","5,451","7,429","5,858","26,206","12,146","4,394","11,622","4,588","11,350"
February,1996,"185,286","97,049","14,599","3,049","5,658","17,699",NA,"7,126","15,828","4,671","16,697","11,722","88,237","5,415","7,391","5,337","26,428","11,724","4,284","11,354","4,697","11,607"
January,1996,"184,352","96,733","14,616","2,952","5,595","17,315",NA,"7,171","16,050","4,709","16,741","11,584","87,619","5,295","7,415","5,041","26,572","11,607","4,284","11,066","4,635","11,704"
December,1995,"186,968","99,578","14,383","3,071","5,542","17,752",NA,"7,225","16,252","5,022","17,519","12,812","87,390","5,530","7,429","5,849","26,644","10,401","4,399","10,663","4,489","11,986"
November,1995,"184,854","97,571","14,268","3,074","5,483","17,251",NA,"7,304","16,253","4,709","16,660","12,569","87,283","5,497","7,378","5,823","26,443","11,218","4,352","10,329","4,492","11,751"
October,1995,"182,966","96,482","13,915","3,003","5,618","17,295",NA,"7,277","16,010","4,710","16,133","12,521","86,484","5,443","7,229","5,820","26,590","10,872","4,294","10,088","4,447","11,701"
September,1995,"182,123","96,439","14,175","2,982","5,546","17,173",NA,"7,279","16,052","4,798","16,168","12,266","85,684","5,637","7,110","5,630","26,381","10,810","4,137","10,364","4,393","11,222"
August,1995,"181,324","95,584","14,299","3,036","5,484","16,380",NA,"7,139","15,743","4,724","16,335","12,444","85,740","5,605","7,123","5,711","25,921","10,684","4,164","10,585","4,476","11,471"
July,1995,"180,081","94,492","14,038","3,035","5,354","16,553",NA,"7,261","15,457","4,736","15,974","12,084","85,589","5,724","6,933","5,726","25,571","10,613","4,181","10,660","4,305","11,876"
June,1995,"180,181","94,797","14,408","3,012","5,441","16,569",NA,"7,043","15,405","4,687","15,434","12,798","85,384","5,641","6,947","5,675","25,617","10,472","4,173","10,931","4,413","11,515"
May,1995,"178,565","94,940","14,578","3,113","5,567","16,401",NA,"7,157","15,452","4,616","15,717","12,339","83,625","5,527","6,825","5,579","25,670","9,948","4,187","10,877","4,290","10,722"
April,1995,"178,210","93,875","14,214","3,092","5,535","15,719",NA,"7,439","15,254","4,630","15,410","12,582","84,335","5,491","6,967","5,541","25,539","10,488","4,228","10,718","4,276","11,087"
March,1995,"175,256","92,726","13,808","3,152","5,546","15,806",NA,"7,344","14,878","4,630","15,399","12,163","82,530","5,440","6,815","5,430","25,044","10,087","4,043","10,260","4,256","11,155"
February,1995,"177,369","94,218","13,834","3,017","5,638","15,687",NA,"7,304","15,163","4,629","15,722","13,224","83,151","5,396","6,666","5,605","24,873","10,231","4,153","10,701","4,339","11,187"
January,1995,"175,771","93,366","14,070","3,057","5,671","15,553",NA,"7,404","14,981","4,649","15,313","12,668","82,405","5,269","6,534","5,463","25,282","9,965","4,093","10,535","4,417","10,847"
December,1994,"174,127","92,625","14,450","3,015","5,867","15,212",NA,"7,293","14,417","4,832","15,608","11,931","81,502","5,126","6,492","5,569","25,292","9,209","3,959","10,601","4,411","10,843"
November,1994,"171,528","91,055","14,684","2,941","5,724","14,708",NA,"7,077","14,111","4,648","15,171","11,991","80,473","4,800","6,546","5,655","25,291","8,884","3,873","10,595","4,417","10,412"
October,1994,"171,258","90,925","14,421","2,991","5,629","14,447",NA,"7,373","14,164","4,581","15,182","12,137","80,333","4,852","6,750","5,579","24,653","9,145","3,812","10,537","4,357","10,648"
September,1994,"168,187","88,927","14,170","2,917","5,500","14,076",NA,"7,176","13,625","4,595","15,089","11,779","79,260","4,738","6,496","5,612","24,599","8,509","3,740","10,688","4,348","10,530"
August,1994,"168,414","89,261","15,148","2,852","5,525","13,998",NA,"7,162","13,503","4,513","14,972","11,588","79,153","4,710","6,498","5,650","24,347","8,662","3,755","11,073","4,290","10,168"
July,1994,"164,247","86,119","14,316","2,784","5,635","13,639",NA,"6,780","13,070","4,337","14,581","10,977","78,128","4,606","6,522","5,546","23,950","8,720","3,597","10,674","4,381","10,132"
June,1994,"162,652","84,982","13,871","2,652","5,393","13,190",NA,"6,884","13,266","4,363","14,563","10,800","77,670","4,553","6,301","5,786","23,918","8,788","3,533","10,384","4,392","10,015"
May,1994,"161,206","84,445","13,870","2,619","5,439","13,152",NA,"6,691","13,461","4,361","14,141","10,711","76,761","4,534","6,298","5,635","23,766","8,887","3,520","9,963","4,264","9,894"
April,1994,"160,114","83,684","14,142","2,643","5,300","13,375",NA,"6,481","12,701","4,350","13,875","10,817","76,430","4,484","6,675","5,869","23,563","8,317","3,442","9,562","4,357","10,161"
March,1994,"160,546","83,211","14,209","2,625","5,238","13,252",NA,"6,476","12,688","4,353","13,942","10,428","77,335","4,427","6,047","6,071","23,753","8,380","3,438","10,653","4,343","10,223"
February,1994,"157,654","81,767","14,220","2,663","5,071","13,139",NA,"6,323","12,026","4,239","13,839","10,247","75,887","4,352","5,857","5,896","23,560","8,023","3,349","10,561","4,237","10,052"
January,1994,"156,983","81,279","13,851","2,613","5,098","13,250",NA,"6,133","12,048","4,092","13,860","10,334","75,704","4,362","6,149","5,795","23,311","8,258","3,340","10,438","4,218","9,833"
December,1993,"152,929","79,080","12,716","2,530","5,134","12,922",NA,"6,045","12,011","4,057","13,489","10,176","73,849","4,312","5,929","4,994","23,159","8,655","3,315","9,376","4,233","9,876"
November,1993,"156,094","79,935","13,293","2,584","5,255","13,421",NA,"5,883","12,004","3,986","13,570","9,939","76,159","4,386","5,946","5,982","23,431","8,141","3,316","10,594","4,221","10,142"
October,1993,"155,866","80,188","13,749","2,687","4,910","13,750",NA,"5,889","11,977","4,008","13,483","9,735","75,678","4,339","5,875","5,778","23,309","8,209","3,255","10,725","4,296","9,892"
September,1993,"155,380","79,368","13,842","2,687","4,839","13,127",NA,"6,036","11,876","3,874","13,525","9,562","76,012","4,257","5,780","5,860","23,523","8,253","3,347","10,723","4,312","9,957"
August,1993,"154,879","79,377","13,534","2,763","4,826","13,148",NA,"5,991","11,614","3,985","13,543","9,973","75,502","4,178","5,692","5,647","23,503","8,304","3,244","10,486","4,253","10,195"
July,1993,"154,732","79,739","13,796","2,736","4,772","12,926",NA,"6,081","11,454","3,869","13,798","10,307","74,993","4,128","5,592","5,415","23,801","8,242","3,263","10,374","4,274","9,904"
June,1993,"152,751","77,387","12,817","2,751","4,736","12,844",NA,"6,147","10,977","3,814","13,592","9,709","75,364","4,167","5,682","5,416","23,956","8,370","3,300","10,477","4,163","9,833"
May,1993,"156,085","78,460","13,793","2,773","4,715","12,472",NA,"6,155","10,916","3,861","13,820","9,955","77,625","4,134","5,667","5,504","23,945","9,253","3,318","11,237","4,290","10,277"
April,1993,"153,239","77,212","13,436","2,707","4,788","12,746",NA,"5,967","10,736","3,717","13,391","9,724","76,027","4,098","5,649","5,437","23,920","8,587","3,346","11,054","4,254","9,682"
March,1993,"149,841","74,823","12,421","2,543","4,757","12,344",NA,"5,934","10,265","3,692","13,122","9,745","75,018","4,060","5,663","5,060","23,491","8,535","3,370","11,093","4,168","9,578"
February,1993,"152,528","76,934","13,368","2,683","5,179","13,062",NA,"5,880","10,321","3,762","13,114","9,565","75,594","4,093","5,745","5,151","23,494","8,690","3,466","10,953","4,107","9,895"
January,1993,"153,497","77,007","13,633","2,704","4,652","12,401",NA,"6,107","10,156","3,739","13,174","10,441","76,490","4,037","5,731","5,378","24,373","8,703","3,343","10,554","4,124","10,247"
December,1992,"148,469","73,770","13,202","2,681","4,210","11,520",NA,"6,020","9,941","3,731","12,676","9,789","74,699","4,053","5,735","5,401","23,010","8,880","3,346","11,130","4,169","8,975"
November,1992,"149,801","74,205","13,504","2,782","4,348","11,675",NA,"6,025","9,858","3,733","12,627","9,653","75,596","3,994","5,585","5,330","22,763","9,154","3,120","11,507","4,169","9,974"
October,1992,"149,276","72,932","13,661","2,497","4,333","11,394",NA,"5,621","9,364","3,650","12,970","9,442","76,344","3,987","5,661","5,456","22,752","9,159","3,338","12,029","4,095","9,867"
September,1992,"149,251","72,287","13,300","2,576","4,384","11,037",NA,"5,879","9,258","3,664","12,705","9,484","76,964","3,958","5,512","5,180","22,942","10,279","3,348","11,695","4,093","9,957"
August,1992,"147,427","71,985","13,130","2,517","4,282","11,089",NA,"6,232","9,384","3,627","12,417","9,307","75,442","3,963","5,562","5,443","22,690","9,383","3,354","11,433","4,116","9,498"
July,1992,"148,808","72,301","13,070","2,506","4,236","11,284",NA,"5,927","9,502","3,748","11,871","10,157","76,507","4,167","5,616","5,229","23,035","9,285","3,358","12,037","4,109","9,671"
June,1992,"145,989","71,730","13,162","2,618","4,324","10,972",NA,"5,829","9,296","3,726","12,406","9,397","74,259","3,859","5,653","4,769","22,342","8,743","3,312","11,995","4,091","9,495"
May,1992,"144,000","69,791","12,821","2,548","4,261","11,002",NA,"5,774","9,104","3,700","11,942","8,639","74,209","3,992","5,518","5,084","22,511","8,955","3,230","11,287","4,159","9,473"
April,1992,"145,381","71,014","12,876","2,586","4,203","11,388",NA,"5,747","9,309","3,773","12,285","8,847","74,367","4,003","5,444","4,860","22,925","8,902","3,140","11,126","4,397","9,570"
March,1992,"145,306","70,226","13,032","2,555","4,132","10,575",NA,"5,854","9,317","3,621","12,244","8,896","75,080","4,007","5,515","5,105","23,047","9,130","3,197","11,128","4,199","9,752"
February,1992,"144,206","69,749","12,942","2,533","4,166","10,541",NA,"5,834","9,460","3,650","11,692","8,931","74,457","3,958","5,473","5,215","23,062","8,908","3,147","10,823","4,323","9,548"
January,1992,"142,980","67,861","12,652","2,533","3,980","10,350",NA,"5,696","9,472","3,655","11,120","8,403","75,119","4,015","5,491","5,278","22,849","8,841","3,138","10,982","4,302","10,223"
,,,,,,,,,,,,,,,,,,,,,,,
